hotel_id,city,distance,stars,rating,accommodation_type,year,month,weekend,price
6,Amsterdam,1.9,4,4.1,Hotel,2018,1,1,216
6,Amsterdam,1.9,4,4.1,Hotel,2018,3,1,324
6,Amsterdam,1.9,4,4.1,Hotel,2017,11,1,186
6,Amsterdam,1.9,4,4.1,Hotel,2017,12,0,745
7,Amsterdam,0.8,3.5,4.4,Hotel,2018,2,1,228
7,Amsterdam,0.8,3.5,4.4,Hotel,2017,11,0,167
7,Amsterdam,0.8,3.5,4.4,Hotel,2017,12,0,177
7,Amsterdam,0.8,3.5,4.4,Hotel,2018,1,1,187
8,Amsterdam,0.9,4,4.8,Hotel,2017,12,0,987
8,Amsterdam,0.9,4,4.8,Hotel,2017,12,0,207
9,Amsterdam,1,4,4.4,Hotel,2018,2,1,210
9,Amsterdam,1,4,4.4,Hotel,2017,12,0,1145
9,Amsterdam,1,4,4.4,Hotel,2017,11,0,218
9,Amsterdam,1,4,4.4,Hotel,2018,1,1,218
9,Amsterdam,1,4,4.4,Hotel,2018,6,1,375
9,Amsterdam,1,4,4.4,Hotel,2017,12,0,197
9,Amsterdam,1,4,4.4,Hotel,2018,5,1,422
9,Amsterdam,1,4,4.4,Hotel,2017,11,1,328
9,Amsterdam,1,4,4.4,Hotel,2018,4,1,521
10,Amsterdam,1.8,4,3.7,Apartment,2017,11,0,143
10,Amsterdam,1.8,4,3.7,Apartment,2017,12,0,1050
11,Amsterdam,2.2,3,3.7,Hotel,2017,11,0,97
11,Amsterdam,2.2,3,3.7,Hotel,2017,11,1,167
11,Amsterdam,2.2,3,3.7,Hotel,2018,1,1,105
11,Amsterdam,2.2,3,3.7,Hotel,2018,2,1,117
11,Amsterdam,2.2,3,3.7,Hotel,2017,12,0,100
11,Amsterdam,2.2,3,3.7,Hotel,2017,12,0,469
12,Amsterdam,1.2,2,3,Hotel,2018,1,1,167
12,Amsterdam,1.2,2,3,Hotel,2018,6,1,185
12,Amsterdam,1.2,2,3,Hotel,2017,11,0,92
12,Amsterdam,1.2,2,3,Hotel,2018,4,1,185
12,Amsterdam,1.2,2,3,Hotel,2018,3,1,185
12,Amsterdam,1.2,2,3,Hotel,2018,5,1,185
12,Amsterdam,1.2,2,3,Hotel,2017,12,0,752
12,Amsterdam,1.2,2,3,Hotel,2018,2,1,167
12,Amsterdam,1.2,2,3,Hotel,2017,12,0,157
13,Amsterdam,1.4,3,3.9,Apartment,2017,12,0,802
14,Amsterdam,1.7,4,3.7,Hotel,2017,11,0,130
14,Amsterdam,1.7,4,3.7,Hotel,2018,2,1,156
14,Amsterdam,1.7,4,3.7,Hotel,2018,1,1,156
14,Amsterdam,1.7,4,3.7,Hotel,2017,12,0,777
14,Amsterdam,1.7,4,3.7,Hotel,2017,12,0,141
15,Amsterdam,1.7,4,4.5,Hotel,2018,1,1,184
15,Amsterdam,1.7,4,4.5,Hotel,2017,12,0,773
15,Amsterdam,1.7,4,4.5,Hotel,2018,3,1,399
15,Amsterdam,1.7,4,4.5,Hotel,2018,6,1,387
15,Amsterdam,1.7,4,4.5,Hotel,2018,5,1,387
15,Amsterdam,1.7,4,4.5,Hotel,2017,11,0,132
15,Amsterdam,1.7,4,4.5,Hotel,2017,12,0,161
15,Amsterdam,1.7,4,4.5,Hotel,2018,2,1,341
15,Amsterdam,1.7,4,4.5,Hotel,2018,4,1,387
16,Amsterdam,1.7,5,4.4,Hotel,2017,11,0,207
16,Amsterdam,1.7,5,4.4,Hotel,2018,2,1,207
16,Amsterdam,1.7,5,4.4,Hotel,2018,6,1,254
16,Amsterdam,1.7,5,4.4,Hotel,2018,4,1,300
16,Amsterdam,1.7,5,4.4,Hotel,2017,12,0,924
16,Amsterdam,1.7,5,4.4,Hotel,2018,5,1,300
16,Amsterdam,1.7,5,4.4,Hotel,2018,1,1,196
16,Amsterdam,1.7,5,4.4,Hotel,2017,12,0,207
16,Amsterdam,1.7,5,4.4,Hotel,2017,11,1,242
16,Amsterdam,1.7,5,4.4,Hotel,2018,3,1,300
17,Amsterdam,1.7,4,4.1,Hotel,2017,12,0,134
17,Amsterdam,1.7,4,4.1,Hotel,2017,11,0,172
17,Amsterdam,1.7,4,4.1,Hotel,2018,6,1,433
17,Amsterdam,1.7,4,4.1,Hotel,2017,11,1,208
17,Amsterdam,1.7,4,4.1,Hotel,2017,12,0,505
17,Amsterdam,1.7,4,4.1,Hotel,2018,5,1,242
17,Amsterdam,1.7,4,4.1,Hotel,2018,4,1,302
17,Amsterdam,1.7,4,4.1,Hotel,2018,3,1,235
17,Amsterdam,1.7,4,4.1,Hotel,2018,2,1,202
17,Amsterdam,1.7,4,4.1,Hotel,2018,1,1,179
18,Amsterdam,1.8,3,3.7,Hotel,2017,12,0,590
18,Amsterdam,1.8,3,3.7,Hotel,2018,2,1,139
18,Amsterdam,1.8,3,3.7,Hotel,2017,11,0,91
18,Amsterdam,1.8,3,3.7,Hotel,2018,1,1,139
18,Amsterdam,1.8,3,3.7,Hotel,2017,12,0,128
19,Amsterdam,1.7,5,4.1,Hotel,2017,11,1,219
19,Amsterdam,1.7,5,4.1,Hotel,2018,1,1,207
19,Amsterdam,1.7,5,4.1,Hotel,2018,3,1,289
19,Amsterdam,1.7,5,4.1,Hotel,2017,12,0,156
19,Amsterdam,1.7,5,4.1,Hotel,2018,2,1,231
19,Amsterdam,1.7,5,4.1,Hotel,2017,11,0,149
19,Amsterdam,1.7,5,4.1,Hotel,2018,5,1,277
19,Amsterdam,1.7,5,4.1,Hotel,2018,4,1,277
19,Amsterdam,1.7,5,4.1,Hotel,2017,12,0,819
20,Amsterdam,2.2,3.5,4.5,Hotel,2018,2,1,114
20,Amsterdam,2.2,3.5,4.5,Hotel,2017,12,0,102
20,Amsterdam,2.2,3.5,4.5,Hotel,2018,6,1,114
20,Amsterdam,2.2,3.5,4.5,Hotel,2018,1,1,114
20,Amsterdam,2.2,3.5,4.5,Hotel,2017,11,0,102
21,Amsterdam,2.4,3.5,3.9,Hotel,2018,1,1,114
21,Amsterdam,2.4,3.5,3.9,Hotel,2018,6,1,242
21,Amsterdam,2.4,3.5,3.9,Hotel,2017,12,0,97
21,Amsterdam,2.4,3.5,3.9,Hotel,2017,12,0,540
21,Amsterdam,2.4,3.5,3.9,Hotel,2018,5,1,242
21,Amsterdam,2.4,3.5,3.9,Hotel,2018,4,1,231
21,Amsterdam,2.4,3.5,3.9,Hotel,2017,11,0,103
21,Amsterdam,2.4,3.5,3.9,Hotel,2018,2,1,138
22,Amsterdam,2.3,4,4.5,Hotel,2017,11,0,153
22,Amsterdam,2.3,4,4.5,Hotel,2017,11,1,175
22,Amsterdam,2.3,4,4.5,Hotel,2018,5,1,186
22,Amsterdam,2.3,4,4.5,Hotel,2018,1,1,142
22,Amsterdam,2.3,4,4.5,Hotel,2017,12,0,653
22,Amsterdam,2.3,4,4.5,Hotel,2018,2,1,142
22,Amsterdam,2.3,4,4.5,Hotel,2017,12,0,134
23,Amsterdam,2.5,4,4.8,Apart-hotel,2017,11,1,244
23,Amsterdam,2.5,4,4.8,Apart-hotel,2017,11,0,191
23,Amsterdam,2.5,4,4.8,Apart-hotel,2017,12,0,169
23,Amsterdam,2.5,4,4.8,Apart-hotel,2018,2,1,212
23,Amsterdam,2.5,4,4.8,Apart-hotel,2017,12,0,940
23,Amsterdam,2.5,4,4.8,Apart-hotel,2018,1,1,191
24,Amsterdam,2.9,4,4.5,Hotel,2017,11,1,184
24,Amsterdam,2.9,4,4.5,Hotel,2018,5,1,277
24,Amsterdam,2.9,4,4.5,Hotel,2018,1,1,172
24,Amsterdam,2.9,4,4.5,Hotel,2018,4,1,289
24,Amsterdam,2.9,4,4.5,Hotel,2017,12,0,681
24,Amsterdam,2.9,4,4.5,Hotel,2018,2,1,184
24,Amsterdam,2.9,4,4.5,Hotel,2017,11,0,207
24,Amsterdam,2.9,4,4.5,Hotel,2018,6,1,358
24,Amsterdam,2.9,4,4.5,Hotel,2017,12,0,186
24,Amsterdam,2.9,4,4.5,Hotel,2018,3,1,242
25,Amsterdam,1.8,2,2.9,Hotel,2017,12,0,445
25,Amsterdam,1.8,2,2.9,Hotel,2018,2,1,101
25,Amsterdam,1.8,2,2.9,Hotel,2018,1,1,99
25,Amsterdam,1.8,2,2.9,Hotel,2017,12,0,128
25,Amsterdam,1.8,2,2.9,Hotel,2017,11,0,66
26,Amsterdam,2.7,4,4,Hotel,2018,4,1,229
26,Amsterdam,2.7,4,4,Hotel,2018,3,1,219
26,Amsterdam,2.7,4,4,Hotel,2018,2,1,135
26,Amsterdam,2.7,4,4,Hotel,2018,5,1,193
26,Amsterdam,2.7,4,4,Hotel,2018,1,1,118
26,Amsterdam,2.7,4,4,Hotel,2017,12,0,111
26,Amsterdam,2.7,4,4,Hotel,2017,12,0,568
26,Amsterdam,2.7,4,4,Hotel,2017,11,0,156
26,Amsterdam,2.7,4,4,Hotel,2017,11,1,177
27,Amsterdam,2.6,4,4.5,Hotel,2018,6,1,207
27,Amsterdam,2.6,4,4.5,Hotel,2017,11,1,176
27,Amsterdam,2.6,4,4.5,Hotel,2017,12,0,124
27,Amsterdam,2.6,4,4.5,Hotel,2018,1,1,134
27,Amsterdam,2.6,4,4.5,Hotel,2017,12,0,633
27,Amsterdam,2.6,4,4.5,Hotel,2018,2,1,134
27,Amsterdam,2.6,4,4.5,Hotel,2018,5,1,197
27,Amsterdam,2.6,4,4.5,Hotel,2017,11,0,94
27,Amsterdam,2.6,4,4.5,Hotel,2018,4,1,364
28,Amsterdam,2.7,4,4,Hotel,2018,2,1,126
28,Amsterdam,2.7,4,4,Hotel,2017,12,0,114
28,Amsterdam,2.7,4,4,Hotel,2018,1,1,138
28,Amsterdam,2.7,4,4,Hotel,2017,12,0,533
28,Amsterdam,2.7,4,4,Hotel,2017,11,1,126
28,Amsterdam,2.7,4,4,Hotel,2017,11,0,138
29,Amsterdam,2.7,4,4.6,Hotel,2018,2,1,176
29,Amsterdam,2.7,4,4.6,Hotel,2018,5,1,197
29,Amsterdam,2.7,4,4.6,Hotel,2017,12,0,748
29,Amsterdam,2.7,4,4.6,Hotel,2018,1,1,155
29,Amsterdam,2.7,4,4.6,Hotel,2018,6,1,145
29,Amsterdam,2.7,4,4.6,Hotel,2017,12,0,176
30,Amsterdam,3.3,3,4,Hotel,2017,12,0,164
30,Amsterdam,3.3,3,4,Hotel,2018,6,1,175
30,Amsterdam,3.3,3,4,Hotel,2018,1,1,153
30,Amsterdam,3.3,3,4,Hotel,2017,11,0,164
30,Amsterdam,3.3,3,4,Hotel,2017,11,1,208
30,Amsterdam,3.3,3,4,Hotel,2018,5,1,197
30,Amsterdam,3.3,3,4,Hotel,2018,2,1,175
30,Amsterdam,3.3,3,4,Hotel,2018,3,1,175
30,Amsterdam,3.3,3,4,Hotel,2018,4,1,175
30,Amsterdam,3.3,3,4,Hotel,2017,12,0,679
31,Amsterdam,3.2,4,4,Hotel,2018,2,1,124
31,Amsterdam,3.2,4,4,Hotel,2017,11,0,122
31,Amsterdam,3.2,4,4,Hotel,2017,11,1,136
31,Amsterdam,3.2,4,4,Hotel,2017,12,0,564
31,Amsterdam,3.2,4,4,Hotel,2018,1,1,114
31,Amsterdam,3.2,4,4,Hotel,2017,12,0,111
32,Amsterdam,1.9,3,3.5,Hotel,2017,12,0,615
32,Amsterdam,1.9,3,3.5,Hotel,2017,11,0,126
32,Amsterdam,1.9,3,3.5,Hotel,2017,12,0,110
33,Amsterdam,2.7,3,3,Hotel,2017,11,0,63
33,Amsterdam,2.7,3,3,Hotel,2017,12,0,467
33,Amsterdam,2.7,3,3,Hotel,2017,12,0,100
34,Amsterdam,3.4,3,4.3,Hotel,2018,1,1,157
34,Amsterdam,3.4,3,4.3,Hotel,2017,11,0,161
34,Amsterdam,3.4,3,4.3,Hotel,2018,6,1,240
34,Amsterdam,3.4,3,4.3,Hotel,2018,5,1,250
34,Amsterdam,3.4,3,4.3,Hotel,2017,11,1,215
34,Amsterdam,3.4,3,4.3,Hotel,2017,12,0,544
34,Amsterdam,3.4,3,4.3,Hotel,2018,2,1,166
34,Amsterdam,3.4,3,4.3,Hotel,2017,12,0,107
35,Amsterdam,3.2,2.5,2.7,House boat,2017,12,0,1276
36,Amsterdam,4.7,2,3.9,Hotel,2017,11,1,149
36,Amsterdam,4.7,2,3.9,Hotel,2017,11,0,66
36,Amsterdam,4.7,2,3.9,Hotel,2017,12,0,406
36,Amsterdam,4.7,2,3.9,Hotel,2017,12,0,76
37,Amsterdam,4.5,3.5,4.5,Hotel,2018,2,1,151
37,Amsterdam,4.5,3.5,4.5,Hotel,2017,12,0,607
37,Amsterdam,4.5,3.5,4.5,Hotel,2018,5,1,151
37,Amsterdam,4.5,3.5,4.5,Hotel,2018,1,1,151
37,Amsterdam,4.5,3.5,4.5,Hotel,2017,11,1,160
37,Amsterdam,4.5,3.5,4.5,Hotel,2017,11,0,160
37,Amsterdam,4.5,3.5,4.5,Hotel,2018,4,1,151
37,Amsterdam,4.5,3.5,4.5,Hotel,2017,12,0,151
38,Amsterdam,4.8,3,4.3,Hotel,2018,6,1,225
38,Amsterdam,4.8,3,4.3,Hotel,2018,5,1,314
38,Amsterdam,4.8,3,4.3,Hotel,2017,11,1,187
38,Amsterdam,4.8,3,4.3,Hotel,2017,12,0,97
38,Amsterdam,4.8,3,4.3,Hotel,2018,3,1,255
38,Amsterdam,4.8,3,4.3,Hotel,2017,12,0,548
38,Amsterdam,4.8,3,4.3,Hotel,2018,4,1,231
38,Amsterdam,4.8,3,4.3,Hotel,2018,2,1,147
38,Amsterdam,4.8,3,4.3,Hotel,2017,11,0,176
38,Amsterdam,4.8,3,4.3,Hotel,2018,1,1,117
39,Amsterdam,5.2,2,3.4,Hostel,2018,6,1,137
39,Amsterdam,5.2,2,3.4,Hostel,2017,11,0,72
39,Amsterdam,5.2,2,3.4,Hostel,2018,5,1,155
39,Amsterdam,5.2,2,3.4,Hostel,2018,2,1,81
39,Amsterdam,5.2,2,3.4,Hostel,2018,3,1,206
39,Amsterdam,5.2,2,3.4,Hostel,2018,1,1,81
39,Amsterdam,5.2,2,3.4,Hostel,2017,12,0,113
39,Amsterdam,5.2,2,3.4,Hostel,2017,12,0,497
39,Amsterdam,5.2,2,3.4,Hostel,2018,4,1,137
40,Amsterdam,4.9,4,4.3,Hotel,2017,11,1,176
40,Amsterdam,4.9,4,4.3,Hotel,2018,3,1,206
40,Amsterdam,4.9,4,4.3,Hotel,2017,12,0,156
40,Amsterdam,4.9,4,4.3,Hotel,2017,11,0,300
40,Amsterdam,4.9,4,4.3,Hotel,2018,4,1,277
40,Amsterdam,4.9,4,4.3,Hotel,2018,2,1,107
40,Amsterdam,4.9,4,4.3,Hotel,2018,5,1,218
40,Amsterdam,4.9,4,4.3,Hotel,2018,1,1,107
40,Amsterdam,4.9,4,4.3,Hotel,2017,12,0,578
40,Amsterdam,4.9,4,4.3,Hotel,2018,6,1,206
41,Amsterdam,4.8,4,4.3,Hotel,2018,5,1,304
41,Amsterdam,4.8,4,4.3,Hotel,2017,12,0,520
41,Amsterdam,4.8,4,4.3,Hotel,2018,6,1,258
41,Amsterdam,4.8,4,4.3,Hotel,2018,1,1,121
41,Amsterdam,4.8,4,4.3,Hotel,2017,12,0,104
41,Amsterdam,4.8,4,4.3,Hotel,2017,11,0,138
41,Amsterdam,4.8,4,4.3,Hotel,2017,11,1,142
41,Amsterdam,4.8,4,4.3,Hotel,2018,4,1,222
41,Amsterdam,4.8,4,4.3,Hotel,2018,2,1,191
42,Amsterdam,4.9,3,4.1,Hotel,2017,11,1,152
42,Amsterdam,4.9,3,4.1,Hotel,2018,5,1,272
42,Amsterdam,4.9,3,4.1,Hotel,2018,1,1,94
42,Amsterdam,4.9,3,4.1,Hotel,2018,2,1,181
42,Amsterdam,4.9,3,4.1,Hotel,2017,12,0,103
42,Amsterdam,4.9,3,4.1,Hotel,2018,6,1,243
42,Amsterdam,4.9,3,4.1,Hotel,2018,4,1,221
42,Amsterdam,4.9,3,4.1,Hotel,2017,11,0,120
43,Amsterdam,5.3,3,3.5,Hotel,2018,2,1,121
43,Amsterdam,5.3,3,3.5,Hotel,2017,12,0,116
43,Amsterdam,5.3,3,3.5,Hotel,2017,12,0,601
43,Amsterdam,5.3,3,3.5,Hotel,2017,11,0,104
44,Amsterdam,5.3,3.5,4,Hotel,2018,5,1,196
44,Amsterdam,5.3,3.5,4,Hotel,2017,12,0,80
44,Amsterdam,5.3,3.5,4,Hotel,2018,6,1,184
44,Amsterdam,5.3,3.5,4,Hotel,2017,12,0,662
44,Amsterdam,5.3,3.5,4,Hotel,2018,4,1,289
44,Amsterdam,5.3,3.5,4,Hotel,2018,1,1,149
44,Amsterdam,5.3,3.5,4,Hotel,2018,3,1,184
44,Amsterdam,5.3,3.5,4,Hotel,2018,2,1,149
44,Amsterdam,5.3,3.5,4,Hotel,2017,11,1,207
44,Amsterdam,5.3,3.5,4,Hotel,2017,11,0,80
45,Amsterdam,5.2,4,3.7,Hotel,2018,2,1,140
45,Amsterdam,5.2,4,3.7,Hotel,2017,11,1,237
45,Amsterdam,5.2,4,3.7,Hotel,2017,12,0,785
45,Amsterdam,5.2,4,3.7,Hotel,2018,4,1,217
45,Amsterdam,5.2,4,3.7,Hotel,2017,11,0,168
45,Amsterdam,5.2,4,3.7,Hotel,2018,5,1,238
45,Amsterdam,5.2,4,3.7,Hotel,2017,12,0,106
45,Amsterdam,5.2,4,3.7,Hotel,2018,1,1,129
45,Amsterdam,5.2,4,3.7,Hotel,2018,3,1,217
45,Amsterdam,5.2,4,3.7,Hotel,2018,6,1,258
46,Amsterdam,5.8,3,3.5,Hotel,2017,11,0,77
46,Amsterdam,5.8,3,3.5,Hotel,2017,12,0,374
46,Amsterdam,5.8,3,3.5,Hotel,2017,12,0,68
46,Amsterdam,5.8,3,3.5,Hotel,2018,6,1,117
46,Amsterdam,5.8,3,3.5,Hotel,2018,1,1,77
46,Amsterdam,5.8,3,3.5,Hotel,2018,2,1,87
47,Amsterdam,5.9,4,3.7,Hotel,2018,3,1,88
47,Amsterdam,5.9,4,3.7,Hotel,2018,2,1,88
47,Amsterdam,5.9,4,3.7,Hotel,2017,11,1,115
47,Amsterdam,5.9,4,3.7,Hotel,2017,12,0,99
47,Amsterdam,5.9,4,3.7,Hotel,2018,6,1,88
47,Amsterdam,5.9,4,3.7,Hotel,2018,1,1,88
47,Amsterdam,5.9,4,3.7,Hotel,2017,11,0,102
48,Amsterdam,6,4,4,Hotel,2018,1,1,149
48,Amsterdam,6,4,4,Hotel,2018,2,1,172
48,Amsterdam,6,4,4,Hotel,2017,12,0,103
48,Amsterdam,6,4,4,Hotel,2017,11,0,138
48,Amsterdam,6,4,4,Hotel,2018,3,1,254
48,Amsterdam,6,4,4,Hotel,2017,11,1,196
48,Amsterdam,6,4,4,Hotel,2018,6,1,231
48,Amsterdam,6,4,4,Hotel,2018,4,1,231
48,Amsterdam,6,4,4,Hotel,2017,12,0,479
48,Amsterdam,6,4,4,Hotel,2018,5,1,277
49,Amsterdam,0.8,2,3.2,Hotel,2017,12,0,127
49,Amsterdam,0.8,2,3.2,Hotel,2017,12,0,675
49,Amsterdam,0.8,2,3.2,Hotel,2017,11,0,74
50,Amsterdam,2.6,3.5,4.5,Hotel,2017,11,1,176
50,Amsterdam,2.6,3.5,4.5,Hotel,2018,2,1,134
50,Amsterdam,2.6,3.5,4.5,Hotel,2017,12,0,115
50,Amsterdam,2.6,3.5,4.5,Hotel,2018,1,1,134
50,Amsterdam,2.6,3.5,4.5,Hotel,2017,11,0,90
50,Amsterdam,2.6,3.5,4.5,Hotel,2017,12,0,604
50,Amsterdam,2.6,3.5,4.5,Hotel,2018,5,1,267
50,Amsterdam,2.6,3.5,4.5,Hotel,2018,6,1,234
51,Amsterdam,1.2,4,4.5,Hotel,2017,12,0,180
51,Amsterdam,1.2,4,4.5,Hotel,2017,11,0,133
51,Amsterdam,1.2,4,4.5,Hotel,2017,12,0,933
52,Amsterdam,1.1,2.5,4.5,Hotel,2017,12,0,78
52,Amsterdam,1.1,2.5,4.5,Hotel,2017,11,0,82
52,Amsterdam,1.1,2.5,4.5,Hotel,2017,12,0,566
53,Amsterdam,2.4,1,4,Hostel,2017,11,0,103
53,Amsterdam,2.4,1,4,Hostel,2017,12,0,138
53,Amsterdam,2.4,1,4,Hostel,2017,12,0,587
53,Amsterdam,2.4,1,4,Hostel,2018,6,1,172
54,Amsterdam,1.1,3,4.1,Hotel,2017,11,0,135
54,Amsterdam,1.1,3,4.1,Hotel,2017,12,0,170
55,Amsterdam,1,2,4.3,Hotel,2017,11,0,133
56,Amsterdam,1,4,3.2,Apartment,2017,12,0,814
57,Amsterdam,1,4,3.9,Hotel,2017,11,0,186
57,Amsterdam,1,4,3.9,Hotel,2017,12,0,131
57,Amsterdam,1,4,3.9,Hotel,2017,12,0,931
58,Amsterdam,1,3,3.7,Hotel,2017,12,0,179
58,Amsterdam,1,3,3.7,Hotel,2018,1,1,203
58,Amsterdam,1,3,3.7,Hotel,2017,11,1,330
58,Amsterdam,1,3,3.7,Hotel,2017,12,0,824
58,Amsterdam,1,3,3.7,Hotel,2017,11,0,110
59,Amsterdam,1,3.5,4,Hotel,2017,11,0,133
59,Amsterdam,1,3.5,4,Hotel,2017,11,1,241
59,Amsterdam,1,3.5,4,Hotel,2017,12,0,162
59,Amsterdam,1,3.5,4,Hotel,2017,12,0,943
60,Amsterdam,5.2,3,3.5,Hotel,2017,12,0,407
60,Amsterdam,5.2,3,3.5,Hotel,2017,11,0,80
60,Amsterdam,5.2,3,3.5,Hotel,2018,2,1,88
60,Amsterdam,5.2,3,3.5,Hotel,2018,1,1,88
60,Amsterdam,5.2,3,3.5,Hotel,2018,5,1,109
60,Amsterdam,5.2,3,3.5,Hotel,2018,4,1,113
60,Amsterdam,5.2,3,3.5,Hotel,2018,3,1,88
60,Amsterdam,5.2,3,3.5,Hotel,2017,12,0,80
60,Amsterdam,5.2,3,3.5,Hotel,2018,6,1,114
60,Amsterdam,5.2,3,3.5,Hotel,2017,11,1,128
61,Amsterdam,2.6,3,4.1,Hotel,2017,11,1,165
61,Amsterdam,2.6,3,4.1,Hotel,2018,1,1,114
61,Amsterdam,2.6,3,4.1,Hotel,2017,12,0,102
61,Amsterdam,2.6,3,4.1,Hotel,2018,6,1,165
61,Amsterdam,2.6,3,4.1,Hotel,2018,5,1,165
61,Amsterdam,2.6,3,4.1,Hotel,2017,11,0,69
61,Amsterdam,2.6,3,4.1,Hotel,2018,4,1,190
61,Amsterdam,2.6,3,4.1,Hotel,2018,3,1,155
61,Amsterdam,2.6,3,4.1,Hotel,2018,2,1,92
61,Amsterdam,2.6,3,4.1,Hotel,2017,12,0,513
62,Amsterdam,2.3,4,4.5,Hotel,2018,2,1,133
62,Amsterdam,2.3,4,4.5,Hotel,2017,12,0,123
62,Amsterdam,2.3,4,4.5,Hotel,2017,11,0,133
62,Amsterdam,2.3,4,4.5,Hotel,2018,1,1,167
62,Amsterdam,2.3,4,4.5,Hotel,2017,12,0,534
63,Amsterdam,2.3,3,3.5,Hotel,2017,11,0,91
63,Amsterdam,2.3,3,3.5,Hotel,2017,12,0,117
63,Amsterdam,2.3,3,3.5,Hotel,2017,11,1,155
63,Amsterdam,2.3,3,3.5,Hotel,2018,2,1,105
63,Amsterdam,2.3,3,3.5,Hotel,2017,12,0,452
63,Amsterdam,2.3,3,3.5,Hotel,2018,1,1,111
64,Amsterdam,1.4,2.5,4.5,Hotel,2017,11,0,114
64,Amsterdam,1.4,2.5,4.5,Hotel,2017,12,0,680
64,Amsterdam,1.4,2.5,4.5,Hotel,2018,2,1,172
64,Amsterdam,1.4,2.5,4.5,Hotel,2018,5,1,196
64,Amsterdam,1.4,2.5,4.5,Hotel,2017,12,0,114
64,Amsterdam,1.4,2.5,4.5,Hotel,2018,1,1,172
64,Amsterdam,1.4,2.5,4.5,Hotel,2018,6,1,196
64,Amsterdam,1.4,2.5,4.5,Hotel,2018,3,1,207
65,Amsterdam,2.4,3,3.9,Hotel,2018,4,1,188
65,Amsterdam,2.4,3,3.9,Hotel,2018,2,1,148
65,Amsterdam,2.4,3,3.9,Hotel,2017,11,1,186
65,Amsterdam,2.4,3,3.9,Hotel,2017,12,0,546
65,Amsterdam,2.4,3,3.9,Hotel,2018,1,1,140
65,Amsterdam,2.4,3,3.9,Hotel,2017,12,0,109
65,Amsterdam,2.4,3,3.9,Hotel,2018,5,1,188
65,Amsterdam,2.4,3,3.9,Hotel,2017,11,0,101
65,Amsterdam,2.4,3,3.9,Hotel,2018,3,1,218
66,Amsterdam,3.6,4,4,Hotel,2017,12,0,88
66,Amsterdam,3.6,4,4,Hotel,2018,1,1,88
66,Amsterdam,3.6,4,4,Hotel,2017,12,0,453
66,Amsterdam,3.6,4,4,Hotel,2018,2,1,100
66,Amsterdam,3.6,4,4,Hotel,2017,11,0,114
67,Amsterdam,0.9,3,2,Apartment,2017,12,0,1439
68,Amsterdam,2.4,4,NA,Hotel,2018,6,1,175
68,Amsterdam,2.4,4,NA,Hotel,2018,2,1,221
68,Amsterdam,2.4,4,NA,Hotel,2018,4,1,249
69,Amsterdam,2,4,3.9,Hotel,2017,11,1,176
69,Amsterdam,2,4,3.9,Hotel,2017,12,0,113
69,Amsterdam,2,4,3.9,Hotel,2018,2,1,124
69,Amsterdam,2,4,3.9,Hotel,2017,12,0,591
69,Amsterdam,2,4,3.9,Hotel,2018,6,1,197
69,Amsterdam,2,4,3.9,Hotel,2018,5,1,187
69,Amsterdam,2,4,3.9,Hotel,2018,3,1,218
69,Amsterdam,2,4,3.9,Hotel,2018,1,1,113
69,Amsterdam,2,4,3.9,Hotel,2018,4,1,354
69,Amsterdam,2,4,3.9,Hotel,2017,11,0,84
